Established_Date,Create_Date,Advertise_From,Advertise_To,DaystilExpires,Job_Number,Jobid,Job_Type,Paid_Per,Job_Title,Category,Department,Department_Code,Hits,Submitted_Resume_Count,Continuous,Job_Description,Essential_Duties_and_Resp,Language,Location,Maximum_Salary,Minimum_Salary,Maximum_Salary_Range,Benefit_Code,Status,Publisher,State,Jurisdiction,AdvertiseTo_Yr,AdvertiseTo_Mth,AdvertiseFrom_Mth,AdvertiseFrom_Yr,CreateDate_Yr,CreateDate_Mth,AdvertiseTo_DayofWk,OBJECTID
2014-10-12T19:37:06.000Z,2019-02-15T20:13:32.000Z,2019-02-15T02:00:00.000Z,,,2019-00125,2357900,Seasonal,Hour,Performing Arts Stage Technician IV,"Trades,Performing Arts",RCC Performing Arts Center,6015,339,8,True,"Actively recruiting Journey level carpenters, Electricians, Sound, wardrobe, Hair and make-up, and Props.<br><strong>Must be able to work nights, weekends and holidays</strong>","<ul>	<li>Follow supervisory direction safely and effectively	<li>Help in the safe installation, operation, and dismantling of equipment and materials as required by the performing group</ul><br><strong>Applicable Skills?</strong><ul>	<li>Effective communication, attentiveness, listening to and interpreting direction	<li>Ability to use basic hand tools and basic portable power tools as applicable	<li>Organization and the ability to follow through on tasks	<li>Basic math and measuring	<li>Working quickly, often in close proximity with other employees	<li>Ability to work effectively at height or in low light situations	<li>Coordinating work with other employees	<li>Attention to deadlines	<li>Attention to the surrounding work space</ul>",  ==None,Performing Arts Center,15,15,,N/A,Active,City of Raleigh,NC,16000US3755000,,,2,2019,2019,2,,382139
2014-10-12T19:38:16.000Z,2019-02-15T17:53:16.000Z,2019-02-15T02:00:00.000Z,,,2019-00126,2357576,Seasonal,Hour,Performing Arts Stage Technician V,"Trades,Performing Arts",RCC Performing Arts Center,6015,335,6,True,"Actively recruiting Advanced?Electricians, Carpenters, Sound and Spot Operators.<br><strong>Must be able to work nights, weekends and holidays.</strong>","<ul>	<li>Follow supervisory direction safely and effectively.	<li>Help in the safe installation, operation, and dismantling of equipment and materials as required by the performing group.</ul>",  ==None,Performing Arts Center,16,16,,N/A,Active,City of Raleigh,NC,16000US3755000,,,2,2019,2019,2,,382140
2014-10-12T19:39:27.000Z,2019-02-15T17:42:05.000Z,2019-02-15T02:00:00.000Z,,,2019-00127,2357547,Seasonal,Hour,Performing Arts Stage Technician VI,"Trades,Performing Arts",RCC Performing Arts Center,6015,616,13,True,"Actively?recruiting for Hairdressers, Light board operators, Sound board operators, Counter weight system operators, and Riggers.<br><strong>Must be able to work nights, weekends and holidays.</strong>","<ul>	<li>Follow supervisory direction safely and effectively.	<li>Assist in the safe installation, operation, and dismantling of equipment and materials as required by the performing group.</ul>",  ==None,Performing Arts Center,18,17,,N/A,Active,City of Raleigh,NC,16000US3755000,,,2,2019,2019,2,,382141
2014-10-12T19:35:52.000Z,2019-02-15T20:20:35.000Z,2019-02-15T02:00:00.000Z,,,2019-00124,2357909,Seasonal,Hour,Performing Arts Stage Technician III,"Trades,Performing Arts",RCC Performing Arts Center,6015,323,14,True,"Actively recruiting experienced Pushers, Truck loaders, Weight loaders, Entry level Carpenter, Electrician, Sound, Wardrobe and Props.<br><strong>Must be able to work nights, weekends and holidays.</strong>","<ul>	<li>Follow supervisory direction safely and effectively.	<li>Help in the safe installation, operation, and dismantling of equipment and materials as required by the performing group.</ul>",  ==None,Performing Arts Center,14,14,,N/A,Active,City of Raleigh,NC,16000US3755000,,,2,2019,2019,2,,382144
2014-10-12T19:34:42.000Z,2019-02-15T20:28:06.000Z,2019-02-15T02:00:00.000Z,,,2019-00123,2357917,Seasonal,Hour,Performing Arts Stage Technician II,"Trades,Performing Arts",RCC Performing Arts Center,6015,385,15,True,"Actively recruiting Pushers and Truck loaders<br><strong>Must be able to work nights, weekends and holidays</strong>","<ul>	<li>Follow supervisory direction safely and effectively.	<li>Help in the safe installation, operation, and dismantling of equipment and materials as required by the performing group.</ul>",  ==None,Performing Arts Center,13,13,,N/A,Active,City of Raleigh,NC,16000US3755000,,,2,2019,2019,2,,382145
2014-05-16T19:41:48.000Z,2019-02-11T16:53:28.000Z,2019-02-11T02:00:00.000Z,2019-05-01T02:59:00.000Z,22,2019-00076,2351546,Part-Time,Hour,Outdoor Recreation Intern- Lake Wheeler,"Recreation,Parks and Recreation ,Parks,Internship",PRC Recreation,6230,872,46,False,"City of Raleigh is seeking Outdoor Recreation Intern who is enthusiastic, motivated and desire to learn about Park Management. Internship will introduce the candidate to a daily, weekly and monthly responsibilities from multiple levels.? Intern will receive experience in park operations, planning, and oversite.?? Duties will include but not limited to facility maintained, management rental fleet operations, concessions operations and running outdoor programs. Lake Wheeler is approximately 800-acre lake and park with waterfront program center, boat launch area, picnic shelters and concession stand. Successful interns will work with park management to identify and prioritize site projects.",,  ==None,"Lake Wheeler Park 6404 Lake Wheeler Road, Raleigh",,10,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,2,2019,2019,2,Tuesday,382161
2014-06-30T21:49:52.000Z,2019-02-11T15:54:29.000Z,2019-02-11T02:00:00.000Z,2019-05-01T02:59:00.000Z,22,2019-00077,2351412,Part-Time,Hour,Youth Programs Specialty Camp Intern,"Parks and Recreation ,Internship",PRC Recreation,6230,1092,35,False,"This position allows the intern to gain a broad knowledge in operations of programs for school aged children. This position will include responsibilities associated with the organization, supervision, and evaluation of the Summer X-Press and Specialty Camp programs. Responsibilities include assisting with program operations including: program marketing, interaction with the public, equipment management, program planning, field trip vendor coordination, program implementation; supervision of staff that work with camp programs, and administrative responsibilities including payroll, purchasing of supplies.? Interns are also required to work a departmental special project with our Parks and Recreation interns.",,  ==None,"Fred Fletcher Park 820 Clay Street, Raleigh",,12,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,2,2019,2019,2,Tuesday,382162
2014-10-12T19:25:28.000Z,2019-02-11T18:33:48.000Z,2019-02-11T02:00:00.000Z,,,2019-00097,2351804,Seasonal,Hour,Event Clean Up,"Building & Grounds Cleaning and Maintenance,Convention",RCC Facility,6012,1477,74,True,,"<strong>Job duties:</strong><ul>	<li>Use correct cleaning chemicals for designated items/surfaces, according to OSHA policy	<li>Inspect set rooms for cleanliness and agreement to group requirements; rectify any deficiencies	<li>Inspect cleanliness and working condition of all equipment and supplies to be set up in function area; rectify any deficiencies	<li>Refresh rooms as scheduled, following departmental standards	<li>Empty trash containers, ashtrays and ash urns in public areas into proper containers for recycling	<li>Empty vacuum cleaner bags replace and clean machines. Return soiled linens/skirting to laundry	<li>Responsible for cleaning the facility's interior and exterior including the following: cleaning floor surfaces including vacuuming, sweeping, scrubbing, etc.	<li>Responsible for operating standard cleaning equipment	<li>Responsible for communicating by-way of two-way radio	<li>Responsible for attending all meetings and training sessions as required	<li>Follow supervisory direction safely and effectively	<li>Responsible for performing other duties as requested</ul>",  ==None,"Raleigh Convention Center 500 South Salisbury Street, Raleigh",12,12,,N/A,Active,City of Raleigh,NC,16000US3755000,,,2,2019,2019,2,,382163
2014-10-12T19:25:28.000Z,2019-02-11T18:48:40.000Z,2019-02-11T02:00:00.000Z,,,2019-00096,2351832,Seasonal,Hour,Event Set Up,Convention,RCC Facility,6012,1218,51,True,,"<strong>Job duties:</strong><ul>	<li>Responsible for event set-up and removal of equipment including staging, chairs, tables, etc.	<li>Responsible for maintaining professional attire, image, and demeanor at all times.	<li>Duties may vary under the direction of the reporting supervisor and are subject to change at any time without prior notice	<li>Responsible for building and maintaining working relationships with other employees, contractors, and clients	<li>Responsible for communicating by-way of two-way radio	<li>Responsible for attending all meetings and training sessions as required	<li>Follow supervisory direction safely and effectively	<li>Responsible for performing other duties as requested</ul>",  ==None,"Raleigh Convention Center 500 South Salisbury Street, Raleigh",12,12,,N/A,Active,City of Raleigh,NC,16000US3755000,,,2,2019,2019,2,,382164
2014-05-16T19:41:48.000Z,2019-02-11T16:15:24.000Z,2019-02-11T02:00:00.000Z,2019-05-01T02:59:00.000Z,22,2019-00098,2351456,Part-Time,Hour,Laurel Hills Community Center Intern,"Recreation,Parks and Recreation ,Internship",PRC Recreation,6230,950,20,False,"The Community Center Intern is provided the opportunity of a hands-on learning experience through a municipality. This position will be provided a chance to work with two different centers, to learn how people in the same organization can operate in similar and different manners. This position will get hands on experience with, budgeting, staffing, special events, camp planning, inventory, purchasing, camp programming, camp setup and much more. This position will have the opportunity to learn the organization and how centers and programs areas work together to provide exceptional experiences to the public.?",,  ==None,"Laurel Hills Park 3808 Edwards Mill Road, Raleigh",,10,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,2,2019,2019,2,Tuesday,382165
2014-05-16T16:23:35.000Z,2019-02-07T13:28:33.000Z,2019-02-07T02:00:00.000Z,,,2019-00101,2347626,Part-Time,Hour,Parks District Gardener (part-time),"Parks and Recreation ,Grounds & Landscaping,Horticulture",PRC Parks,6220,822,27,True,"<strong>Job Description</strong><p><strong>This part-time position will help maintain and repair City park property in Parks Maintenance District 4 which includes Fred Fletcher Park, Jaycee Day Lilly Garden and Sassafras All Children's Playground, among others.<br><br>Hiring Range:? $11.28 - $12.23 hourly</strong><br>?</p><br>?","<br><br><strong>Essential Duties and Responsibilities?</strong>include the following: (Other duties may be assigned)<br><br>The ideal candidate has a passion for horticulture and how public parks contribute exceptional experiences to the lives of the people of Raleigh.? The new team member has a positive attitude, and a willingness to learn by doing.<br><br>The ideal candidate will have a passion to understand good horticultural practices including, weeding, watering, proper pruning, soil preparation, planting, invasive plant removal, soil testing, and fertilization.<br><br>As a team member on District 4, you will be required to use equipment such as, string trimmers, blowers, edgers, and operate commercial vehicles and trailers under 26,000 pounds (non-CDL).? You will be trained on how to safely operate small equipment, vehicles and trailers.<br><br>This new team member must have great customer service skills as you will advise garden clubs, civic groups, and individual citizens on gardening subjects and regularly work with volunteers to accomplish large projects.<br><br><br><br>?",  ==None,"Marsh Creek Administration Office 4225 Daly Road, Raleigh",12,11,,Benefits,Active,City of Raleigh,NC,16000US3755000,,,2,2019,2019,2,,382172
2014-07-16T12:42:32.000Z,2019-02-01T14:03:29.000Z,2019-02-01T02:00:00.000Z,2019-06-01T02:59:00.000Z,53,2019-00087,2341271,Part-Time,Hour,Seasonal Outdoor Instructors,"Recreation,Parks and Recreation ,Parks",PRCR Resources,6240,619,7,False,"Looking for a summer job having fun in the outdoors, look no further!? Forest Ridge Park is the City of Raleigh's premier outdoor adventure park.? We've got fishing, hiking, paddling, mountain biking, disc golf and more.<br>?<br>We are looking for seasonal outdoor instructors to facilitate outdoor activities for camps and groups that visit the park. Our instructors will lead groups in a variety of outdoor settings, proactively managing inherent risks in outdoor activities, and providing instruction in specific outdoor adventure activities (biking, paddling, hiking etc.).? ?Most group programs are held between 9:00AM and 1:00PM with some occasional afternoon opportunities as well.? This position is primarily field based with a large majority of time spent outdoors.","<ul>	<li>Responsible for the delivery of 10 weeks of outdoor adventure-based group programs.	<li>Will provide supervision of participants during programs with support of group leaders.	<li>Assists with rescues and or medical emergencies in various outdoor/wilderness settings as needed.	<li>Enforces all City of Raleigh policies, rules and program regulations.	<li>Responsible for inspection of equipment and program area.</ul><ul>	<li>Completes additional duties as assigned by supervisor.</ul>",  ==None,"Forest Ridge Park, 2101 Old North Carolina HWY 98, Wake Forest 27587",,10,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,5,2,2019,2019,2,Friday,382186
2014-05-15T17:06:39.000Z,2019-01-29T11:10:42.000Z,2019-01-29T02:00:00.000Z,,,2019-00067,2336245,Seasonal,Hour,Service Specialist - Athletic Field Maintenance,"Parks,Grounds & Landscaping",PRC Parks,6220,585,15,True,<strong>This position will help maintain and repair City athletic field property by performing the following duties.</strong><br><br>?,"Perform athletic field maintenance tasks (grooming, marking, painting and proper setup) for games, practices and tournaments.? Repair field fence issues, litter and trash removal, assist in field renovation, repair, maintain and clean comfort stations.? Assist with landscaping tasks (mowing, edging, blowing and removal and installation, etc).<br><br>Assist City in cleanup and repair during inclement weather situations which may require working extended hours during these events.",  ==None,"Marsh Creek Administration Office 4225 Daly Road, Raleigh",10,9,,Benefits,Active,City of Raleigh,NC,16000US3755000,,,1,2019,2019,1,,382189
2014-06-30T21:49:52.000Z,2019-01-25T13:02:49.000Z,2019-01-25T02:00:00.000Z,2019-06-11T02:59:00.000Z,63,2019-00054,2333218,Part-Time,Hour,Art4Fun Camp Specialist,"Recreation,Parks and Recreation ,Arts",PRCR Resources,6240,1367,49,False,"Do you love being creative? Do you love working with children? Join us as an Art4Fun Camp Specialist! Art4Fun Camp is all about encouraging creativity and inspiring a love of art-making in children. Art4Fun Camp Specialists work as a team to teach children to use new materials and techniques, challenge them to come up with new ideas, and celebrate the unique ideas that each camper brings with them to Art4Fun Camp.<br><br>Art4Fun Camp Specialists are responsible for the direct supervision of campers enrolled in an all day arts-based summer camp, planning and teaching age appropriate activities and working with other staff to address the daily needs of the group of campers during the summer.?","Provide a high quality, fun and safe camp experience by serving as a positive role model at all times, delivering planned arts activities, communicating effectively with campers, parents, co-workers and supervisors, and maintaining enthusiasm for working with campers throughout the summer.<br>?",  ==None,"Varies, Raleigh",,10,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,6,1,2019,2019,1,Monday,382197
2014-05-16T19:44:37.000Z,2019-01-25T17:48:13.000Z,2019-01-25T02:00:00.000Z,2019-06-08T02:59:00.000Z,60,2019-00028,2334031,Part-Time,Hour,Camp Counselor - Specialized Recreation and Inclusion Services,Parks and Recreation,PRC Recreation,6230,650,26,False,"The Specialized Recreation program offers summer camps for youth, teens, and young adults with developmental and/or physical disabilities. Additionally, Inclusion Services provides individual or group support to individuals with disabilities in typical camp settings.? This is a part-time, temporary position in which Counselors will supervise and assist participants with disabilities in a summer camp setting. Setting options are:<ul>	<li>Camp Friendly: ages 6-15 at Durant Nature Preserve or Carolina Pines Community Center	<li>Camp Exploration: ages 16-21 at Marsh Creek Community Center	<li>Inclusion Services: Youth through teens; supporting participants with disabilities in &quot;typical&quot; camp settings.</ul>?<br><strong>Position and hours:</strong> ?<ul>	<li>Position hours are up to 45 hours per week, June through late August 2019, with training hours beginning mid-May.	<li>Typical camp hours typically are Monday through Friday from 7:00am-6:00pm, but scheduled work hours will vary depending on setting and assignment.</ul>Some training/meeting hours may occur on evenings and/or Saturdays.","<strong>Please note a Counselor position regardless of the base assignment with a camp location or with inclusion services will be expected to perform the responsibilities listed below, and be prepared to shift between a camp location or into an inclusion support setting based on the program needs.</strong><ul>	<li>Assist and supervise participants during camp activities	<li>Modify activities as needed, or provide reasonable accommodation for participation	<li>Lead various activities scheduled for camp day	<li>Actively engage in all camp activities	<li>Engage participants through multiple means of instruction	<li>Facilitate social interaction among all campers	<li>Monitor campers for safety and address behavior concerns	<li>Document and/or relay accident/incident information to the appropriate staff	<li>Assist participants with personal care activities ? toileting, dressing, hygiene, feeding, management of belongings, and/or medication	<li>Attend and participate in all required trainings and staff meetings	<li>Assist leadership staff in curriculum development	<li>Communicate effectively with coworkers and supervisors	<li>Implement and model participant Inclusion Plan recommendations	<li>Complete observation notes and weekly documentation	<li>Assist program staff with program activities	<li>Maintain confidentiality of participants and families</ul>",  ==None,"Varies, Raleigh",,9,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,6,1,2019,2019,1,Friday,382199
2014-08-14T19:31:34.000Z,2018-11-26T12:56:28.000Z,2019-01-24T02:00:00.000Z,,,2018-00721,2275650,Seasonal,Hour,Invasive Program Specialist (part-time),"Environmental Services,Parks,Grounds & Landscaping,Horticulture,Geographic Information Systems",PRC Parks,6220,1357,35,True,"<strong>Hiring Range:? $8.50 - $10.43 hourly<br><br>Program Summary</strong><br>The Parks, Recreation and Cultural Resources Volunteer Services Program (VSP) and Invasive Species Program provides opportunities for individuals and groups to enhance City of Raleigh parks, greenways, programs, special events, and facilities. Our Vision is to bring people to parks and parks to people. With volunteers, Raleigh Parks, Recreation and Cultural Resources will expand its resources, develop diverse community partnerships, and provide a great place for Raleigh Citizens to live and play. Together we connect and enrich our community through exceptional experiences.<br><strong>Position Description</strong><br>This position reports to the Resource Development Manager and will assist the Invasive Species Program with invasive plant management efforts throughout City of Raleigh parks and Greenways. The Invasive Program Specialist will get hands on training and will build skills and gain experience in volunteer and invasive species management. The selected candidate will work with the Invasive Species Coordinator to identify invasive plant species, utilize GIS software to map and track invasive plants, assist with invasive species control efforts, and promote the Invasive Species Program through community outreach efforts. The position will also require supervising volunteers at park enhancement and maintenance projects. Specific work schedule to be determined with frequent weekend work.","<strong>Essential Duties and Responsibilities include the following: </strong><ul>	<li>Assist in invasive plant management control efforts at various park properties	<li>Conduct on-site volunteer training and supervise volunteers participating in park enhancement/maintenance volunteer projects	<li>Develop community partnerships and promote Invasive Species Program through educational outreach efforts	<li>Contribute to special project assignments as assigned</ul>",  ==None,"Marsh Creek Administration Office 4225 Daly Road, Raleigh",12,8,,N/A,Active,City of Raleigh,NC,16000US3755000,,,1,2019,2018,11,,382205
2014-05-16T19:41:48.000Z,2019-01-23T18:19:06.000Z,2019-01-23T02:00:00.000Z,2019-05-01T02:59:00.000Z,22,2019-00053,2330945,Part-Time,Hour,Thematic Camps Director ? Teens,Parks and Recreation,PRC Recreation,6230,660,10,False,"This position is responsible for supervising the day to day operations of summer camp programs that have specialized themes or focus areas that include: outdoor adventures, college exploration, fire fighting (career), junior counseling, leadership, life skills enrichment, sports and volunteerism. Staff will be responsible for implementing a curriculum that is already developed but will have the opportunity to give input and make changes to the program plan. Duties also include guiding other staff, problem solving, organizing supplies, planning and leading activities, ensuring safety/risk management policies are being followed, completing behavior/disciplinary paperwork for participants, keeping records when first aid or medication are administered and providing excellent customer service while interacting with parents/guardians. The ideal candidate will have the necessary knowledge and skills to establish creative activities and have ample enthusiasm to work with teens ages 12-17.","<div><div>? Supervise program staff and logistics at program site.</div><div>? Coordinate, plan and lead program activities.</div><div>? Provide constant flow of communication with supervisor, program staff, facility staff, parents/guardians and participants.</div><div>? Enforce policies and rules amongst staff and participants.</div><div>? Serve as a positive role model at all times.</div><div>? Complete additional duties as assigned by supervisor.</div></div>",  ==None,"Fred Fletcher Park 820 Clay Street, Raleigh",,10,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,1,2019,2019,1,Tuesday,382209
2014-07-16T12:42:32.000Z,2019-01-15T17:21:38.000Z,2019-01-15T02:00:00.000Z,2019-04-19T02:59:00.000Z,10,2019-00010,2322287,Part-Time,Hour,Dance and tumbling instructor,Parks and Recreation ,PRC Recreation,6230,670,2,False,Hill Street community center is looking for an enthusiastic Dance and tumbling instructor who loves children. We are a smaller site located right off the Beltline and Capital Blvd. We are looking for an instructor who can create a curriculum and teach children ages 2-3 and 4-5 the basics of Ballet and tap. With a separate class teaching the same age groups the basics of Tumbling and movement. We are also looking for an Instructor who can teach ages 8-10 the basics of Hip Hop.,,  ==None,"Hill Street Park 2307 Hill Street, Raleigh",15,10,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,1,2019,2019,1,Thursday,382223
2014-07-16T12:42:32.000Z,2019-01-15T11:14:07.000Z,2019-01-15T02:00:00.000Z,2020-01-09T01:59:00.000Z,275,2019-00020,2321406,Part-Time,Hour,Water Exercise Instructor,Parks and Recreation ,PRC Recreation,6230,517,0,False,"Teaches water exercise class with enthusiasm, creativity and effectiveness for participants to maximize their personal physical exercise goals.?<br>?<br>Maintains water exercise certification with an accredited organization<br>?<br>Uses exercise equipment and/or music appropriately for class participants<br>?<br>Attends water exercise instructor meetings regularly<br>?<br>Communicates effectively with water exercise leaders and pool management personnel regarding classes, participants, equipment, space, and cancelations.<br>?<br>Completes paperwork as indicated for class and payroll.<br>?<br>?",,  ==None,"Varies, Raleigh",18,13,,N/A,Active,City of Raleigh,NC,16000US3755000,2020,1,1,2019,2019,1,Wednesday,382224
2014-06-25T16:30:23.000Z,2019-01-15T11:28:08.000Z,2019-01-15T02:00:00.000Z,2020-01-09T01:59:00.000Z,275,2019-00021,2321429,Part-Time,Hour,Assistant Pool Manager,Parks and Recreation ,PRC Recreation,6230,647,12,False,Responsible for ensuring the safety of aquatic facility patrons by preventing and responding to emergencies. Recognize and respond effectively in emergencies.<br>An employee that fulfills the duties of Lifeguard and Cashier.? Employee also provides general oversight of the lifeguard staff and monitors all activities in the pool area.?<br>?,"<ul>	<li>Provide proper surveillance of facility and patrons	<li>Enforce all aquatic facility policies, rules, and regulations	<li>Identify hazardous conditions and eliminate or minimize them to ensure safety	<li>Recognize and respond effectively to incidents and emergencies	<li>Provide proper emergency care (first aid, resuscitation, CPR, use of AED) when necessary	<li>Report unsafe/unsatisfactory conditions and behaviors to the supervisor	<li>Maintain a clean, neat, and organized pool area	<li>Test water and complete chemical log records	<li>Assist the aquatic management staff with conducting and participate in in-service training sessions	<li>Oversee lifeguard rotations, positioning, and coverage	<li>Ensure lifeguard staff is providing proper supervision of patrons	<li>Interact in a positive and effective manner with all patrons regardless of age	<li>Properly complete assigned records and reports and submit them within the required time frame.	<li>Register patrons for programs and other activities	<li>Collect fees and generate receipts	<li>Prepare deposit forms and assume fiscal accountability	<li>Greet all guests who enter the facility	<li>Provide accurate program and facility information	<li>Answer phone and take messages when necessary</ul>",  ==None,"Varies, Raleigh",,11,,N/A,Active,City of Raleigh,NC,16000US3755000,2020,1,1,2019,2019,1,Wednesday,382225
2014-05-16T19:49:47.000Z,2019-01-15T15:05:53.000Z,2019-01-15T02:00:00.000Z,,,2019-00027,2321958,Part-Time,Hour,Attractions Operations - Parking Greeter and Pedal Boats,Parks and Recreation ,PRCR Resources,6240,832,27,True,"Be a part of the historic attractions at Pullen Park, North Carolina's first amusement park.? As a member of the Pedal Boats team, you can help kids take on the role of boat captain while their families &quot;drive&quot; our pedal boats across Lake Howell.? As a Parking Greeter, you will interact with guests as they arrive in their vehicles and direct them to the best available parking location for their visit.? Becoming an Attractions Operations team member at Pullen Park will present you the opportunity to provide lifelong memories for generations of guests and their families.<br><br>Applicants must be sixteen (16) or over for this position.?<br><br>This part-time position is steady from March through October and then has limited hours for select special events in November, December and January.??","Attractions Operations team members are responsible for the safe and efficient operation of all amusement rides, in addition to Parking Greeter duties that are to be performed in accordance with established City of Raleigh and NC Department of Labor policies and procedures.?<br><br>Attractions Operations team members will always work under the supervision of a Facility Manager.<br><br>There will be a responsibility for performing light maintenance in addition to cleaning and organization of rides and equipment.? Helping to maintain the show quality and cleanliness of our grounds throughout the park is also a requirement.<br><br>Position involves physical movement and work in a variety of indoor and outdoor climates during all times of the year.??<br><br>You will constantly be on your feet in this role.<br><br>You will constantly be speaking with guests in this role.<br><br>Safety, exceptional guest service and efficiency are the highest priorities in this role.",  ==None,"Pullen Park Amusements, 520 Ashe Avenue, Raleigh",,7,,N/A,Active,City of Raleigh,NC,16000US3755000,,,1,2019,2019,1,,382226
2014-05-16T19:48:43.000Z,2019-01-14T11:20:52.000Z,2019-01-14T02:00:00.000Z,2020-01-09T01:59:00.000Z,275,2019-00016,2319678,Part-Time,Hour,Lifeguard,Parks and Recreation ,PRC Recreation,6230,798,36,False,Responsible for ensuring the safety of aquatic facility patrons by preventing and responding to emergencies. Recognize and respond effectively in emergencies<br>?,"Enforce all aquatic facility policies, rules, and regulations.?Inspect the facility on a daily schedule and report any unsafe conditions or equipment to the supervisor.?Complete records and reports. ?Participate in regular in-service training sessions. ?Exercise regularly to maintain fitness level (strength and endurance).",  ==None,"Varies, Raleigh",10,9,,N/A,Active,City of Raleigh,NC,16000US3755000,2020,1,1,2019,2019,1,Wednesday,382228
2014-05-16T19:48:43.000Z,2019-01-14T11:34:33.000Z,2019-01-14T02:00:00.000Z,2020-01-09T01:59:00.000Z,275,2019-00017,2319698,Part-Time,Hour,Lifeguard - Not Certified - Seasonal Aquatic Vocational Education [SAVE] program,Parks and Recreation ,PRC Recreation,6230,958,74,False,"The Lifeguard-Not Certified position is the job title within the COR PRCR Aquatic Program's SAVE Program.? The Seasonal Aquatic Vocational Education (SAVE) Program enables applicants to receive free training/education and then return the payment in the form of hours worked within the aquatic program.? Successfully complete the pre-lifeguard water screen test; once enrolled, complete all the requirements of the American Red Cross lifeguarding class; and, as an employee of the City of Raleigh Parks, Recreation and Cultural Resources Department, comply with all the duties of a lifeguard.","Admission Criteria:<br>1.? Complete on-line application and submit<br>2.? Communicate with aquatic staff to schedule appointments as directed<br>3.? Successfully pass the following: You must pass all 3, (goggles are allowed for the 300 swim only)<br>a.? Swim a 300 with freestyle and breaststroke (no stopping, but you do not have<br>to do flip turns)<br>b. Tread Water for 2 minutes without using arms/hands<br>c. Swim 20 yards, go down 10 feet of water depth, pick a 10lb diving brick off the bottom of the pool, hold it in both hands under your chin and just using your legs while on your back, kick back to the starting side, put the brick on the wall and get out of the water in under 1 minute 40 seconds time<br>4.? Bring identification as directed to water screen test<br>5.? Thoroughly and timely complete the employment paperwork<br>6.? Pass the background check<br>7.? Pass the controlled substance test<br>8.? Successfully complete the requirements for the lifeguard class<br>9.? Complete 155 hours (paid) of employment within ONE year from the last day of the lifeguard class as a lifeguard with the City of Raleigh, Parks, Recreation and Cultural Resources<br>10.? If unable to complete the 155 hours, remit payment to the City of Raleigh for the cost (resident/non-resident) of the American Red Cross Lifeguarding Class<br>?<ul>	<li>Attend Monthly in-services/trainings at the assigned pool. Attend all pre-season/orientation trainings.	<li>Be timely in attendance as scheduled to work	<li>Be responsible in job performance and work quality	<li>Communicate effectively with the Pool Managers/Supervisors	<li>Maintain professional presentation	<li>Enforce all aquatic facility policies, rules, and regulations.	<li>Inspect the facility on a daily schedule and report any unsafe conditions or equipment to the supervisor.	<li>Complete records and reports. ?	<li>Exercise regularly to maintain fitness level (strength and endurance)</ul>",  ==None,"Varies, Raleigh",,9,,N/A,Active,City of Raleigh,NC,16000US3755000,2020,1,1,2019,2019,1,Wednesday,382229
2014-07-01T16:23:31.000Z,2019-01-14T11:54:18.000Z,2019-01-14T02:00:00.000Z,2020-01-09T01:59:00.000Z,275,2019-00018,2319741,Part-Time,Hour,Aquatics Pool Manager,Parks and Recreation ,PRC Recreation,6230,724,7,False,Responsible for ensuring the safety of aquatic facility patrons by preventing and responding to emergencies.? Recognize and respond effectively in emergencies. Responsible for the complete operation and administration of the pool with a direct report to the full-time Aquatic Facilities Supervisor.<br>?,"Enforce all aquatic facility policies, rules, and regulations.?? Maintain proper customer relations in all situations, keep records of attendance, revenue, maintenance, and other administrative matters as set forth by the Aquatic Director.? Keep an up-to-date inventory of all equipment and supplies and assure that equipment and supplies are handled responsibly.? Make regular inspections of the pool and its equipment to assure that their condition is safe and sanitary.? Prepare reports on repairs that are submitted to the Aquatic Facilities Supervisor.? Maintain a professional demeanor at all times.<br>?",  ==None,"Varies, Raleigh",,12,,N/A,Active,City of Raleigh,NC,16000US3755000,2020,1,1,2019,2019,1,Wednesday,382230
2014-05-16T20:03:23.000Z,2019-01-14T12:34:52.000Z,2019-01-14T02:00:00.000Z,2020-01-09T01:59:00.000Z,275,2019-00019,2319847,Part-Time,Hour,Swim Instructor,Parks and Recreation ,PRC Recreation,6230,582,3,False,This person teaches American Red Cross Learn to Swim classes.??,"Instructors are responsible for teaching lessons according to established guidelines, as well as, communicating with parents and ensuring swimmers' safety at all times.",  ==None,"Varies, Raleigh",18,13,,N/A,Active,City of Raleigh,NC,16000US3755000,2020,1,1,2019,2019,1,Wednesday,382231
